Mod ID,Name,Category,Endorsements,Unique Downloads,Total Downloads,Views,Last Update,Original Upload,Creator Name,Uploader Name,Uploader ID,Country,Date Collected
1916,Detailed Guard Shields and Banners,Models and Textures,1314,16261,28025,124619,2011/11/29,2011/11/28,Dragten,Dragten,1486540,Denmark,2020/01/31
1931,Realistic Running Speed,Immersion,3397,46367,84507,303510,2012/11/04,2011/11/28,Nobot16k,Nobot16k,3138898,Not specified,2020/01/30
1935,Dragonbone Weapons,Weapons and Armour,8128,147872,334529,1339249,2012/06/05,2011/11/28,AeonVita,AeonVita,3193983,Sweden,2020/01/28
1936,Better Atronachs Textures - HighRes,Creatures,1393,20994,32709,160234,2011/11/28,2011/11/28,BerserkMonk,3rd3m,491040,Turkey,2020/01/31
1946,Ebony Blade Fixed,Bug Fixes,1288,21149,44071,191441,2011/12/31,2011/11/29,Lucubration and Others,Lucubration,1960021,Not specified,2020/01/31
1952,Unlimited Rings,Gameplay Effects and Changes,3801,63102,106396,365969,2011/12/02,2011/11/29,mtsaint,Mtsaint,126002,Not specified,2020/01/28
1971,Smooth Faces for Ladies and Gents,Models and Textures,4707,72831,160604,580395,2012/08/24,2011/11/29,pikkatze,pikkatze,328241,United States of America,2020/01/28
1994,AEterna Circlets,Armour,4279,45756,84895,411847,2013/05/15,2011/11/29,aeterna826,aeterna826,1295233,Poland,2020/01/28
2006,Skyrim -Elys- MemInfo,Utilities,4274,51916,88280,357762,2012/05/18,2011/11/29,Elys,Elys,532478,France,2020/01/28
2009,HD High Resolution Armors - Armature ad Alta Risoluzione,Armour,2393,53487,157065,494396,2011/11/29,2011/11/29,Jac22v,jac22v,3101027,Not specified,2020/01/30
2026,Rings of Power,Cheats and God items,6990,89052,270100,721719,2012/01/17,2011/11/29,Gawl40,Gawl40,2232046,Not specified,2020/01/28
2043,Alchemy and enchanting tables retex,Models and Textures,1198,14130,26739,103112,2011/11/30,2011/11/29,css0101,css0101,726985,Russian Federation,2020/01/31
2054,Higher-Poly Skyrim,Models and Textures,1349,19668,33642,123487,2011/12/01,2011/11/29,DeadlyAzuril,DeadlyAzuril,3124532,Not specified,2020/01/31
2060,BGM Glass and Elven Armour and Weapons,Models and Textures,2169,20815,48019,227500,2013/05/25,2011/11/30,cmdo,cmdo,2076088,Not specified,2020/01/30
2061,35th Nightingale -- Wanderer Armor with Scarf,Armour,1517,21194,35760,329719,2012/03/05,2011/11/30,Tempyrian,Tempyrian,3292440,Not specified,2020/01/31
2063,Dragon Souls to Perk Points,Gameplay Effects and Changes,4165,80313,157724,654168,2012/02/04,2011/11/30,NullCascade,Lordrea,49479,United States of America,2020/01/28
2068,Eternal Torch,Cheats and God items,3549,42436,75160,172445,2011/11/30,2011/11/30,kkawabanga,kkawabanga,3294194,Not specified,2020/01/28
2084,Fhaarkas Softer Animal Fur,Visuals and Graphics,1347,29433,52642,161682,2011/12/03,2011/11/30,Fhaarkas,Fhaarkas,1157655,Not specified,2020/01/31
2101,Intro music replacement by Malukah,"Audio - SFX, Music, and Voice",10080,106169,190897,565037,2011/11/30,2011/11/30,Malukah for the song and Nodus Cursorius for everything else,NodusCursorius,3286776,Not specified,2020/01/28
2121,Shield_of_Ysgramor,Models and Textures,2660,34896,61897,202233,2012/02/19,2011/11/30,k-xperience,kxperience,2817316,Germany,2020/01/30
2122,Blades Armor redesigned in HD,Armour,1051,12524,22936,183227,2012/01/30,2011/11/30,Inosite,xwinchy,1405861,Not specified,2020/01/31
2146,Serious HD Retexture Skyrim,Landscape Changes,27156,474137,1331580,3406888,2014/09/26,2011/11/30,Z4G4,zaga86,3131768,Italy,2020/01/28
2179,Werewolf Beast Run Animation,Animation,2042,28176,45565,268759,2011/12/01,2011/12/01,Kieranh7,kieranh7,1894396,Ireland,2020/01/30
2207,Telthalions Finer Hair,Models and Textures,1294,40308,73953,339070,2011/12/07,2011/12/01,Telthalion,Telthalion,1915974,United States of America,2020/01/31
2215,Female Underwear Retex,Clothing,1132,10738,16676,242729,2011/12/01,2011/12/01,Ali Bengali,Ali Bengali,34873,Not specified,2020/01/31
2224,divorce,Followers and Companions,3160,46733,77742,334042,2011/12/01,2011/12/01,timber131,timber131,2213170,Germany,2020/01/30
2260,Deadly Serious Shrouded Armor,Models and Textures,4371,58867,150301,685787,2012/07/28,2011/12/01,doomfunk,DeadlySeriousGames,3324489,Not specified,2020/01/28
2275,Balanced Magic,Magic - Gameplay,21418,299813,726699,1675556,2013/01/15,2011/12/01,mysty,mysty,71983,United States of America,2020/01/28
2317,Smaller Cursor,User Interface,9339,86298,212635,356540,2011/12/02,2011/12/02,Lywald,radamus,941076,Not specified,2020/01/28
2325,Unlimited Amulets,Gameplay Effects and Changes,1232,17415,29156,85748,2011/12/08,2011/12/02,mtsaint,Mtsaint,126002,Not specified,2020/01/31
2332,Final Younger Characters,"Body, Face, and Hair",4669,77473,150067,557957,2011/12/17,2011/12/02,Toshiki,Limbek,722523,Not specified,2020/01/28
2365,Bleach - Weapons,Weapons,1437,26126,53454,372549,2012/02/21,2011/12/02,Viperslayer and Niagra127,Viperslayer,156106,United States of America,2020/01/31
2384,Cleric Armour,Armour,1178,22968,45399,403353,2011/12/03,2011/12/02,Dae,daejones,441758,United Kingdom,2020/01/31
2411,Worthy Noble Furniture,Models and Textures,1069,20134,31498,85762,2011/12/20,2011/12/02,realadry,realadry,3110549,Not specified,2020/01/31
2464,Bright Eyes v1-3,"Body, Face, and Hair",2385,40028,67438,250671,2011/12/06,2011/12/03,Skree000,Skree000,917557,Not specified,2020/01/30
2524,Reweighed Potions,Alchemy,1062,22147,43403,105300,2012/02/16,2011/12/03,Maboroshi Daikon,MaboroshiDaikon,84375,Not specified,2020/01/31
2525,Runed Nord Hero Weapons,Weapons,2159,23278,37600,222036,2011/12/03,2011/12/03,Kealen,thewingedloke,444952,Not specified,2020/01/30
2531,AntiFREEZE performance patch 9 ENBSeries,Utilities,2158,43326,71321,396567,2012/03/14,2011/12/03,Boris Vorontsov,BorisVorontsov,3107253,Russian Federation,2020/01/30
2532,Intricate Spider Webs,Environmental,8186,106775,214676,503967,2012/01/22,2011/12/03,isoku,isoku,2463371,Not specified,2020/01/28
2535,Fountain of Youth - Beauty Project v1-5,"Body, Face, and Hair",2046,43071,76356,398528,2011/12/09,2011/12/03,Skree000,Skree000,917557,Not specified,2020/01/30
2544,Amazing Ebony Armor Redone,Armour,1641,26793,47062,317414,2011/12/08,2011/12/04,Zalzama,Zalzama,586535,Not specified,2020/01/31
2581,Skyrim Stuttering 64hz Bug Fix,Bug Fixes,7952,111776,234009,780956,2011/12/04,2011/12/04,All credit goes to Kegetys,Aph0ticShield,2968340,Not specified,2020/01/28
2616,Sun and clouds textures,Models and Textures,1230,26160,39611,142092,2011/12/04,2011/12/04,canguilhem,canguilhem,336624,France,2020/01/31
2632,HD Bar Retexture,Models and Textures,1738,27526,44072,97239,2011/12/07,2011/12/04,Flumsy,Flumsi,3297068,Not specified,2020/01/31
2636,Finer Dust,Models and Textures,10034,146893,271841,536678,2011/12/04,2011/12/04,CptJoker,CptJoker71,225951,Not specified,2020/01/28
2637,Younger Bretons,Models and Textures,1525,18798,35112,147982,2012/01/03,2011/12/04,Psyke23,Psyke23,2009216,Not specified,2020/01/31
2653,Subliminal Traps 2dot1 Now with Sovngarde Edition and SAF Edition,Immersion,3450,32350,95429,222946,2014/06/28,2011/12/04,Mr Dave,Mr. Dave,39159,United States of America,2020/01/28
2658,Dance Animation Modder Resource,Animation,2702,51185,104568,712545,2014/08/24,2011/12/04,umpa,umpa,451922,Not specified,2020/01/30
2674,Improved NPC Clothing - High Res,Clothing,44792,642296,1783084,3610057,2012/01/05,2011/12/05,BaronDavid,BaronDavid,535888,Norway,2020/01/27
2676,Nocturnal Dress for Calientes Body Mod -CBBE-,Clothing,8279,119733,241141,1405893,2011/12/15,2011/12/05,Caliente,Caliente,3330686,Not specified,2020/01/28
2692,Cinematic Fire Effects 2 HD,Visuals and Graphics,35370,549650,1129699,2166268,2013/04/11,2011/12/05,Ichibu,Ichibu,2063119,United Kingdom,2020/01/27
2699,Final Fantasy 7 Crisis Core Buster Sword,Weapons,5282,92488,200082,669885,2012/02/07,2011/12/05,DemonZariche- Imported from Oblivion by DoubleBrewski,DOUBLEBREWSKI,181856,United States of America,2020/01/28
2700,Duel - Combat Realism,Combat,42889,535995,1330538,4013602,2016/12/15,2011/12/05,Gabriel Mailhot as LogRaam,LogRaam,308756,Canada,2020/01/27
2706,No Limit for Lifting Bodies and Objects,Gameplay Effects and Changes,4929,49002,88562,241749,2012/03/01,2011/12/05,dDefinder,dDefinder1,126669,Philippines,2020/01/28
2723,Player Home Map Markers,Miscellaneous,5989,88626,154547,339983,2011/12/27,2011/12/05,Volek,Volek,1113263,Germany,2020/01/28
2727,Reversed Daggers,Weapons,1634,41939,85846,344644,2012/01/31,2011/12/05,Maniczombie,maniczombie,786111,United Kingdom,2020/01/31
2730,Better Sorting,Miscellaneous,19230,239573,562149,1629617,2012/03/11,2011/12/05,Headbomb,headbomb,812422,Canada,2020/01/28
2738,CBBE Cleric Armour Upgrade Ebony v1_36,Armour,2144,38962,86245,548635,2011/12/16,2011/12/05,Sharda and FallenJudge,Sharda,763472,Not specified,2020/01/30
2746,Training costs,Skills and Leveling,1380,15015,25742,82356,2011/12/05,2011/12/05,moonballz,moonballz,1606411,Not specified,2020/01/31
2766,A Transparent short Nocturnal for Calientes CBBE,Models and Textures,1357,24146,66117,415990,2011/12/06,2011/12/05,Nalim666,Nalim666,3196078,Not specified,2020/01/31
2770,The Great Book of Alchemy -Now in 4 volumes-,Alchemy,1474,19393,32223,149799,2011/12/06,2011/12/05,Gyo,zackdip,1958504,Not specified,2020/01/31
2782,HD Baskets Retex,Items and Objects - World,4349,57971,108910,192585,2011/12/06,2011/12/05,Jimmu aka Himini,Himini,1508820,Finland,2020/01/28
2801,Bard music replacement by Malukah,"Audio - SFX, Music, and Voice",2358,25670,38478,190434,2011/12/06,2011/12/06,Malukah for the song and Nodus Cursorius for everything else,NodusCursorius,3286776,Not specified,2020/01/30
2803,Dragon Glyphs HD,Models and Textures,1656,25341,50806,131753,2011/12/07,2011/12/06,Valstein0,Valstein0,3106615,Not specified,2020/01/31
2808,Ancient Nord Armor 1st Person Fix,Armour,1668,22916,55190,146883,2011/12/06,2011/12/06,Solidus2845,solidus2845,1322704,Not specified,2020/01/31
2810,Weathered Road Signs,Models and Textures,5435,81400,181125,299832,2015/11/24,2011/12/06,Nimbli Bimbli,sms2002sms,237993,United States of America,2020/01/28
2812,Better Females by Bella,"Races, Classes, and Birthsigns",101537,1248070,3541736,8889892,2011/12/12,2011/12/06,BellaGail,BellaGail,2501668,Not specified,2020/01/28
2814,Training per Level,Gameplay Effects and Changes,4932,54726,103163,261247,2011/12/06,2011/12/06,NullCascade,Lordrea,49479,United States of America,2020/01/28
2819,Town Guards armor retexture,Armour,4734,53867,114748,475145,2012/02/04,2011/12/06,Gulch,gulchanar,2636355,Not specified,2020/01/28
2822,Prometheus Capes,Armour,2057,40405,91935,440048,2012/04/21,2011/12/06,Prometheus,PROMETHEUS_ts,88348,Italy,2020/01/30
2836,HD Sacks Retexture,Items and Objects - World,6802,103494,290170,379651,2012/01/04,2011/12/06,Mazarin,Mazarin,127232,Not specified,2020/01/28
2845,Lockpicking interface retex,Models and Textures,4116,49810,99803,296063,2011/12/07,2011/12/06,Quazaque,quazaque,2401225,Not specified,2020/01/28
2875,Not Really HD Keys,Models and Textures,4697,61087,126806,212986,2011/12/08,2011/12/07,Kobayashi345,Kobayashi345,129123,Not specified,2020/01/28
2889,Skyrim Strings Localizer,Utilities,9573,178464,508191,816346,2012/10/04,2011/12/07,Maboroshi Daikon,MaboroshiDaikon,84375,Not specified,2020/01/28
2905,Deadly Traps and Sickly Diseases,Gameplay Effects and Changes,1345,21485,36904,158306,2011/12/10,2011/12/07,Punxdog,punxdog,582412,Not specified,2020/01/31
2906,Better Rocks and Mountains - UV Tweak,Models and Textures,3535,51505,96463,272132,2013/03/15,2011/12/07,Four Leaf Clover,bwhy12,2281781,Not specified,2020/01/28
2909,PEX Decompiler,Utilities,1260,14992,18872,91045,2011/12/19,2011/12/07,OnelessName,OnelessName,3295365,Not specified,2020/01/31
2929,Handsome male elves and humans,Models and Textures,1676,21069,34902,220847,2011/12/07,2011/12/07,MikoYork,MikoYork,1871159,Not specified,2020/01/31
2933,Armoury of Tamriel,Weapons,3879,56441,186275,809012,2015/09/27,2011/12/07,Armory of Tamriel Team,ByblosHex,34843,Not specified,2020/01/28
2947,Deadly Spell Impacts,Magic - Spells & Enchantments,42741,564667,1386922,2581032,2017/10/15,2011/12/07,isoku,isoku,2463371,Not specified,2020/01/27
2971,Extreme HDR graphic enhancement ENBSeries,Visuals and Graphics,3514,89647,152362,970631,2012/03/14,2011/12/08,Boris Vorontsov,BorisVorontsov,3107253,Russian Federation,2020/01/28
2973,The REAL Fus Ro Dah -Unrelenting Force Shout from Trailer-,"Audio - SFX, Music, and Voice",11322,136901,286104,794466,2012/03/01,2011/12/08,xchargerfanx AKA RoidRage9000,xchargerfanx,2210879,United States of America,2020/01/28
2979,HD Linens,Models and Textures,6365,91823,177007,294114,2011/12/08,2011/12/08,rivybeast,rivybeast,3362671,Not specified,2020/01/28
3006,Daedric Reborn,Armour,1447,22578,38790,254262,2012/04/01,2011/12/08,RedDaimyo,reddaimyo,2501843,Not specified,2020/01/31
3018,Septim HD,Models and Textures,11904,145132,295770,517112,2019/01/12,2011/12/08,Crypton,Crypton,23266,United States of America,2020/01/28
3023,Dragonborn song w lute,"Audio - SFX, Music, and Voice",1161,8424,13536,49623,2011/12/09,2011/12/08,K3FKA,K3FKA,3137544,Not specified,2020/01/31
3067,HD Banners v2 - Unique Textures,Models and Textures,2013,30216,51059,126519,2012/02/10,2011/12/08,Kobayashi345,Kobayashi345,129123,Not specified,2020/01/30
3068,Immersive Water 3,Models and Textures,1724,34143,54214,211700,2011/12/09,2011/12/08,Gnozer,Gnozer,3166264,Not specified,2020/01/31
3084,SkyRim Respawn Timescale DeadBody Timers Vendor Respawn,Gameplay Effects and Changes,1387,20879,52478,174977,2011/12/15,2011/12/08,Corepc,CorepcMMP,131926,Not specified,2020/01/31
3087,Nightingale Weapons Retexture - Carbon Fiber,Models and Textures,4074,36020,86980,312954,2014/01/26,2011/12/09,FrankFamily,FrankFamily,2531318,Spain,2020/01/28
3096,Mining More AND Faster,Gameplay Effects and Changes,4716,60546,128013,306837,2011/12/13,2011/12/09,FireHawkX,FireHawkX,251774,Canada,2020/01/28
3104,Daedric Armor and weapon Improvement,Armour,21254,269688,780362,2310172,2014/12/11,2011/12/09,GarryG,garryg,1199915,Russian Federation,2020/01/28
3111,Follower Tweaks - Several Flavors,NPC,1271,42497,128482,319801,2011/12/10,2011/12/09,Expired,expired6978,2950481,Canada,2020/01/31
3120,Glamorous Combat,Combat,1458,41344,70848,396368,2011/12/25,2011/12/09,Yoo203,Ausrivo,3100667,Not specified,2020/01/31
3121,Black Elven Armor and Weapons,Armour,1201,13842,21589,174509,2011/12/09,2011/12/09,Sumarius,Sumarius,759948,Not specified,2020/01/31
3142,Skyrim Character Editor,Utilities,4659,94757,276871,932339,2012/01/12,2011/12/09,seicaratteri,satintomcat,2019642,Not specified,2020/01/28
3143,Berserk Dragonslayer,Weapons,6778,106976,305958,926791,2011/12/30,2011/12/09,Phate3,Phate3,2293647,Italy,2020/01/28
3145,Horse Fast Dismount,Gameplay Effects and Changes,1806,34596,58152,151671,2011/12/09,2011/12/09,Kacemus,Kacemus,2309840,Not specified,2020/01/31
3147,Re-Defined Dungeons WIP,Models and Textures,7583,108444,260163,569878,2012/02/10,2011/12/09,Gizmo,gizmomzig,3383079,Holy See (Vatican City State),2020/01/28
3159,MultiXwm,Utilities,6220,72851,116375,319715,2014/08/18,2011/12/09,Vikichan,vikichan,609851,Not specified,2020/01/28
3174,Magicka Sabers,Weapons,24424,326941,693925,2116157,2012/01/06,2011/12/09,Kraunik,Lord Haun,1001590,United States of America,2020/01/28
3201,Fur Hoods HD,Clothing,7492,96508,195009,673476,2012/02/23,2011/12/10,Northborn,Northborn,3394799,Canada,2020/01/28
3216,The Legend of Zelda - A Skyrim Modification,Weapons and Armour,1786,29716,61007,373189,2012/02/22,2011/12/10,Tyen,Tyen,870396,Not specified,2020/01/31
3222,Immersive HUD - iHUD,User Interface,118297,1099896,3052975,6777578,2015/02/15,2011/12/10,Gopher,Gopher,38219,Norway,2020/01/28
3227,Younger Females - Realistic young female faces,Models and Textures,2106,26687,42940,273381,2011/12/11,2011/12/10,Chanon,chanon,135183,Not specified,2020/01/30
3261,Hvergelmir's Armor Retexture - HAR,Models and Textures,6350,88082,173486,811054,2012/10/24,2011/12/10,Hvergelmir,Hvergelmer,30027,Denmark,2020/01/28
3265,Increased charater height,Immersion,2134,39118,79937,279985,2012/02/04,2011/12/10,Kacemus,Kacemus,2309840,Not specified,2020/01/30
3306,HQ Skyrim map V2,Models and Textures,6176,87492,154807,392404,2011/12/25,2011/12/11,Grace Darkling and Paddyy,Paddyy86,1562413,Germany,2020/01/28
3325,Quick Start - Skip The Opening Sequence,Gameplay Effects and Changes,13217,220701,439793,959374,2012/02/15,2011/12/11,TSuser,TSuser,430455,Poland,2020/01/28
3328,The Skeleton Key,Cheats and God items,3459,34748,56646,188188,2011/12/11,2011/12/11,Imperfections,Imperfections,3358761,Not specified,2020/01/28
3329,Morokei Mask Enchantment Fix,Bug Fixes,1044,12148,20704,118128,2011/12/23,2011/12/11,ZeroTorrent,ZeroTorrent,3088175,United States of America,2020/01/31
3352,Conjuration and Summoning fixes,Bug Fixes,1232,18331,30786,135876,2012/01/20,2011/12/11,Kachajal,Kachajal,3383848,Not specified,2020/01/31
3374,Vampire Eyes Fix,Bug Fixes,2806,33215,54770,276164,2011/12/12,2011/12/11,ZombieInc666,ZombieInc666,2568518,Not specified,2020/01/30
3375,Not Really HD Mask of Clavicus Vile,Models and Textures,3608,50562,104493,203981,2011/12/12,2011/12/11,Kobayashi345,Kobayashi345,129123,Not specified,2020/01/28
3377,Badass Warpaint V1-1,"Body, Face, and Hair",1904,24423,39552,322392,2011/12/12,2011/12/11,Skree000,Skree000,917557,Not specified,2020/01/31
3395,Evil Incarnate Daedric Gear by Omniel,Armour,1637,24868,48227,310532,2011/12/26,2011/12/11,Omniel Machia,OmnielMachia,2638722,Not specified,2020/01/31
3397,More Realistic Hair,"Body, Face, and Hair",8046,107816,224125,812133,2011/12/12,2011/12/11,Ichibu,Ichibu,2063119,United Kingdom,2020/01/28
3424,Pretty Eyes,Models and Textures,1861,43559,90792,254654,2011/12/30,2011/12/12,pikkatze,pikkatze,328241,United States of America,2020/01/31
3471,Dark Brotherhood new look,Armour,1354,20773,40598,303863,2011/12/17,2011/12/12,USMCguy,USMCguy,2434169,Not specified,2020/01/31
3480,New Jewels for Circlets,Models and Textures,2232,20362,44999,110426,2011/12/13,2011/12/12,VenusM,VenusM,813389,Not specified,2020/01/30
3483,HD Urns Retex,Items and Objects - World,1484,24051,41681,99666,2011/12/13,2011/12/12,Jimmu aka Himini,Himini,1508820,Finland,2020/01/31
3488,Underwater Swimming SFX Fix,"Audio - SFX, Music, and Voice",2057,32427,51661,228850,2011/12/12,2011/12/12,Ichibu,Ichibu,2063119,United Kingdom,2020/01/30
3524,Makers Mark Ingots,Immersion,2074,21467,37363,788384,2011/12/13,2011/12/13,Mike Omni,mikeomni,3406687,United States of America,2020/01/30
